poppi	-0.0545997,-0.114421,-0.154375,0.132434,-0.240994,0.243617,0.115673,0.170079,0.0629633,-0.112028,0.0531962,0.0785928,-0.057075,0.0936554,0.111944,-0.102053,-0.257531,-0.0259403,-0.132894,-0.067034,-0.0261651,-0.0343168,0.0839024,-0.19744,0.114325,-0.124736,-0.0627076,0.258884,-0.367358,-0.174044,0.143434,0.040501,0.117691,-0.116132,0.240232,0.285539,-0.169166,0.000555175,-0.0222385,-0.00536804,0.0372055,0.0805979,-0.1962,0.0284357,-0.0415826,0.0642297,-0.0100971,0.0493916,-0.205135,-0.0697864
chambord	-0.273206,-0.426588,0.00800926,-0.121598,-0.176121,-0.0883516,0.0830865,0.170861,0.187131,0.0890614,-0.0275911,0.0591512,-0.135776,0.173128,-0.255796,0.148951,-0.223551,-0.065498,0.129614,0.0213183,-0.00497954,-0.202966,0.0668941,-0.0635125,-0.130623,0.131517,0.0917748,-0.0341563,-0.0141881,-0.140873,0.0525299,0.0832947,-0.100505,-0.0405629,-0.0753487,-0.00259901,-0.120431,0.0447899,0.173363,0.0269361,-0.160278,0.211433,-0.134033,-0.0703698,-0.142392,0.214773,-0.0609132,0.180718,-0.0357135,0.115559
frozen	-0.0917894,0.00692118,0.359683,0.0898002,0.0260379,0.136858,-0.17855,-0.232649,-0.0972412,-0.219422,-0.0594176,-0.122646,-0.282935,-0.341428,0.0333757,0.0367532,-0.0686359,-0.0957275,0.0314253,0.0873939,-0.0677876,-0.0900437,-0.0699457,-0.0528132,-0.389571,0.00176452,0.0705907,0.065035,-0.0113728,0.0560954,0.0678167,-0.0326954,0.0961095,-0.0716089,-0.138369,0.0788534,-0.0817391,-0.313624,-0.0199955,0.11335,0.0674184,0.0280723,-0.196855,0.0867466,-0.0613079,-0.0759309,-0.0704178,-0.015215,0.182365,0.054809
mayonnai	-0.302802,-0.0512193,0.184644,0.0671878,0.148762,-0.239018,-0.155307,0.00196862,-0.18188,0.0557724,0.135486,0.0563688,-0.276427,0.125773,-0.022775,0.0522267,0.0106236,-0.0223562,-0.0667917,-0.0264837,-0.161271,-0.225275,-0.00407198,0.248216,-0.237761,-0.0676055,-0.113863,-0.0947815,0.107843,0.108251,-0.00435177,0.0984117,0.0118958,-0.33852,-0.00603371,0.270992,0.133019,-0.0116443,0.0424129,-0.0624879,-0.108287,0.0314445,-0.0442798,-0.235424,-0.198583,-0.158982,0.0513229,0.0280459,-0.0160083,0.00141322
barbecu	0.0615499,0.0420433,0.0482848,0.00822209,0.0977511,-0.140754,-0.144501,0.194413,0.117419,-0.000538524,-0.176835,-0.113156,-0.043369,0.289632,0.0631048,-0.0189036,0.17467,0.262327,0.14543,0.0300896,-0.0534227,-0.0468671,-0.145478,0.084957,-0.135253,-0.181174,-0.0159234,-0.056773,0.196178,0.28022,0.210366,0.00824847,-0.0361291,-0.03041,-0.124996,-0.14348,0.257797,-0.326898,0.18366,-0.144092,-0.0788811,-0.028811,0.0886956,-0.183499,-0.0865178,-0.00682522,-0.10661,0.0191659,-0.164031,-0.155805
orzo	-0.226336,0.0746091,0.0665354,0.0338559,0.0938078,-0.056345,-0.118,-0.161054,-0.26516,0.328711,-0.0451723,0.247546,0.0118243,-0.0797708,0.203887,0.0206576,0.22251,-0.191254,-0.0069984,-0.233496,-0.0474232,0.0762732,0.0501012,0.223349,0.0223096,-0.104993,0.113154,-0.0181237,-0.151163,-0.223782,-0.07207,-0.0931108,-0.0611922,0.126006,-0.236803,-0.156252,-0.0967964,0.182217,0.0276553,0.0299559,-2.05634e-05,-0.121631,0.0170916,0.0197191,0.0502731,0.0765848,-0.0878987,0.220929,0.241348,-0.00713396
tumer	0.0766461,0.0094898,-0.0553653,0.097975,-0.077731,0.0781282,0.113211,-0.293682,0.105109,-0.0368072,0.248054,0.0718951,0.0593769,0.0821953,0.263457,-0.0609375,0.237357,-0.00520751,-0.157708,0.00978975,-0.180284,-0.109409,0.0133443,-0.0958023,0.0751539,-0.322273,-0.175049,0.193393,-0.0137376,-0.195929,0.227288,0.0226472,0.136991,-0.0045398,0.10134,-0.070767,-0.129741,0.0054754,-0.027982,0.43694,0.0825959,-0.12132,-0.0502492,-0.0749331,0.0745832,-0.00099986,0.0422625,0.0862482,-0.0014213,0.130731
ravva	0.00189391,-0.014911,0.013419,0.0774211,-0.0675937,0.224138,0.121505,-0.00353681,0.024865,-0.223512,0.0193286,-0.018669,-0.0683918,0.0429733,0.139004,0.205851,-0.0569526,0.0259103,-0.163411,-0.0371232,-0.109686,-0.0295452,0.0477852,-0.189519,0.00828753,-0.139706,-0.211637,0.182412,-0.0377464,0.0782513,0.359357,0.0568903,0.308207,-0.0400807,0.117662,0.135988,-0.0785832,-0.204284,-0.0850144,0.146072,0.15539,0.32764,-0.210639,-0.15025,-0.0630932,0.0197186,0.0667396,0.0961051,-0.195967,-0.153356
almond	-0.0392149,-0.133915,-0.0405697,-0.0623569,-0.198425,0.413048,-0.0471184,0.0427723,0.216626,-0.151582,0.00422791,0.103427,0.0959101,-0.159871,-0.0613375,-0.0826355,-0.0172473,-0.0119516,-0.0314878,-0.016205,-0.0136454,-0.245956,0.112553,0.00280569,-0.0794236,0.0791175,-0.0317178,-0.0823377,-0.275475,-0.366866,-0.0673155,0.290089,-0.224484,-0.0634176,0.0945518,0.0131016,-0.129906,0.120772,0.0242846,0.0374236,-0.125374,0.0652944,-0.00647032,0.0799075,0.0584752,-0.305906,0.0560048,0.104628,0.0162621,0.0754953
bacon	-0.00769227,-0.0800657,0.0780754,0.0152033,0.250339,0.0450043,0.0484151,0.0143069,-0.262011,0.0454009,-0.295105,-0.195784,0.0913299,-0.0394233,0.164173,-0.172056,0.187497,0.0667349,0.0552228,-0.0128007,-0.0439543,0.107553,0.103486,-0.225476,-0.0710685,0.115868,-0.0748193,-0.0281671,-0.0704301,0.0866048,-0.0621436,0.0205529,-0.107271,0.0204462,0.0160928,-0.276695,0.2865,-0.137526,0.178078,-0.20594,0.206663,0.201997,0.164748,0.0747264,0.179483,0.0210896,0.0415452,-0.099427,0.0871918,-0.256753
millet	0.102948,-0.186846,-0.0534777,-0.0162763,-0.0532987,0.27747,0.200586,0.152068,0.135338,-0.160645,0.216306,0.0838372,0.172723,-0.0144146,0.180021,0.0891717,-0.0867783,-0.0237994,-0.0983402,0.118469,-0.109152,-0.171497,0.163244,-0.079494,0.0520068,0.0505057,0.0476164,0.234586,0.119934,-0.0042422,0.139695,-0.11696,0.130119,-0.0595549,0.105909,0.206674,0.018028,-0.259493,-0.0883898,0.0641135,0.172913,0.316345,-0.18789,-0.192074,0.0154283,-0.132529,0.0626788,0.0733071,-0.0445883,-0.195795
soppressata	-0.167452,-0.282956,0.0643087,-0.039313,0.120439,-0.0573602,-0.224607,0.0376302,-0.154364,0.0890621,-0.10032,-0.0185678,-0.105456,0.016423,0.000295188,0.00344188,-0.145378,-0.109651,0.0850368,-0.112263,-0.168163,0.192354,-0.140242,0.0172537,0.127815,0.0941706,-0.25993,-0.0547807,-0.107697,-0.0917546,-0.249338,-0.0937953,0.0976787,0.18326,-0.143016,0.202847,0.0880656,0.0543812,0.336466,-0.255121,0.0310168,0.174074,-0.012506,-0.0166817,0.143846,-0.180921,0.0473216,0.181018,-0.0388251,-0.150405
chee	-0.23463,-0.0276518,-0.0678309,0.0242973,-0.00932038,-0.0570669,-0.148214,0.0371841,-0.039211,0.147557,0.0681648,0.0600508,-0.00771951,-0.0697285,-0.285216,0.241572,-0.0860567,-0.0730809,-0.053351,-0.111627,-0.201717,0.139583,0.0207346,0.293517,-0.0631243,0.0721697,0.0806218,-0.0754176,0.214795,0.0692241,-0.0081756,-0.0899452,0.0860121,-0.0746959,-0.149953,0.34997,0.175402,0.0598404,0.118376,0.100591,0.0511029,0.0954357,-0.102562,0.102418,0.121449,-0.390209,-0.049007,-0.0606409,-0.0988983,-0.220933
albacor	-0.1353,-0.175606,0.0182087,-0.080025,-0.079843,-0.320087,-0.167774,0.0924746,0.0102842,0.199172,0.155984,0.0317297,0.0298273,-0.115648,0.047884,0.0100665,-0.0599446,-0.0905642,0.129902,-0.123677,0.072778,-0.0998575,0.0988566,0.273225,0.19221,0.0832117,-0.20685,-0.0914546,0.1819,0.0018311,0.0355318,-0.288664,-0.130977,-0.024615,0.123755,0.0743802,0.303501,0.189266,-0.0440572,-0.151727,-0.238842,0.0403043,-0.18196,-0.100535,-0.176811,-0.116713,0.0140579,0.0647311,0.0440663,-0.125917
blue	0.0271556,0.102181,0.15122,-0.0991927,-0.0499397,-0.148594,-0.0939413,0.0861579,0.0834942,0.151675,-0.100612,0.0702171,-0.15348,0.132582,-0.359765,-0.0564433,-0.156854,-0.212572,-0.0849148,0.0605849,-0.072329,0.292721,-0.16222,0.170643,-0.193925,-0.0360068,0.0307518,0.164745,-0.040763,0.0610287,0.0202542,-0.133695,-0.0691385,0.155353,0.149095,-0.279727,-0.0691276,-0.0250609,0.260705,-0.30549,0.0438764,0.112463,-0.120975,0.0283907,0.0847789,-0.159189,-0.0194201,-0.0901825,0.108073,-0.00250653
zesti	-0.198537,0.228468,0.163053,0.0543736,0.0279077,0.016891,0.015152,0.0271064,-0.150698,0.0170237,-0.0361404,-0.0156861,0.134857,-0.0451588,0.0117673,0.13697,-0.0626714,-0.140367,0.0724345,0.0338104,0.00580942,-0.240129,-0.184934,0.0612317,0.0670657,0.0831765,-0.0208118,0.0337234,-0.153485,0.072512,-0.299065,-0.0792432,-0.0910031,-0.045897,0.0625657,0.0233678,0.0781879,-0.120613,0.189391,-0.0990299,-0.0822402,-0.00780598,-0.227376,-0.195562,-0.117757,-0.250527,0.0346762,0.243867,0.0988436,-0.474258
beaten	0.319486,-0.0977948,0.0649621,0.135143,0.0934401,0.0556164,0.0961083,0.127854,0.0519896,0.0325114,-0.0354031,-0.125351,-0.275852,-0.0793023,-0.0310371,0.0972596,-0.0971141,0.24861,-0.15287,0.00559643,0.194733,0.0266293,0.00609617,-0.0187986,-0.0312099,-0.0167452,-0.114506,0.181175,-0.142138,0.00678918,0.137856,0.101216,-0.262982,0.100257,0.113575,0.220873,-0.11089,-0.258839,0.123241,0.0043083,-0.199383,0.313468,0.160717,-0.011229,0.0448154,0.132758,0.106049,-0.00570727,-0.231541,0.026502
fingerl	-0.109725,-0.368249,0.125161,0.0767978,0.00707024,-0.283111,-0.21788,-0.170138,-0.201188,0.189915,0.166547,0.00975321,0.305069,0.169987,0.0478305,0.0028932,-0.000323553,-0.202081,0.0299687,0.0171237,-0.0818191,0.0778022,0.0346121,0.0149082,0.207755,0.0180433,-0.0206705,0.121092,0.101156,-0.088461,0.128718,-0.053595,-0.0748908,-0.0241175,4.26693e-06,-0.0571777,-0.153233,0.107152,0.163002,0.0845614,0.165788,0.0705246,0.107136,0.237381,0.181735,-0.0193895,-0.0577909,-0.268144,-0.0755202,0.0219958
new	0.0408309,-0.101068,0.0108854,-0.0517643,-0.0536276,-0.329065,-0.0654922,-0.1005,-0.0548702,-0.0145666,0.106475,0.0579771,0.0210767,0.0147474,0.110376,-0.00457819,0.107854,-0.155652,0.273942,0.113805,0.0211146,0.0987376,-0.125419,-0.285886,0.314268,-0.0172136,-0.132922,0.170572,-0.0937096,-0.163392,0.0731304,-0.342448,0.0849504,-0.176076,-0.11006,0.0322508,-0.0268618,-0.022903,0.132911,0.1268,-0.101485,0.0141114,-0.0358827,-0.0543802,0.00949828,0.0879068,0.0801876,-0.226456,0.0620965,-0.350799
devein	-0.0729911,0.0801385,-0.0946339,-0.227212,-0.0181507,0.0133508,-0.0953824,-0.351547,-0.24074,0.139646,0.0840063,-0.155584,-0.212119,0.0785775,-0.214419,0.0705362,-0.00524939,-0.0839307,-0.255469,-0.0204474,0.203577,-0.0525476,-0.048873,-0.0186666,-0.0810995,-0.0144299,-0.0853136,-0.276039,0.0124853,0.05713,0.0407709,0.156119,0.145218,-0.0593695,-0.297609,-0.176755,0.00630196,-0.114199,-0.15603,0.0240715,-0.031418,-0.0250149,0.224961,0.107139,-0.0105803,-0.0621114,0.198595,0.133408,0.1703,0.0887939
kefalotyri	0.243094,-0.188388,0.0431303,0.174931,0.0058185,0.12059,-0.0267616,-0.0105513,0.120941,0.190006,0.026938,0.154579,0.0270197,-0.104706,0.198851,-0.0168718,0.0488482,-0.42594,-0.0397711,0.0283225,-0.137661,0.202783,0.00050776,0.167067,-0.117901,0.0818424,0.0202469,0.177499,-0.178052,-0.261001,0.168399,0.0643757,0.0756623,0.0431482,-0.0250083,0.0152287,0.00741053,-0.00138692,0.214621,-0.213602,-0.110927,0.0938306,0.0167741,0.05625,0.220051,0.140484,-0.196112,0.0517324,0.116144,0.155359
herb	-0.237313,-0.0679889,-0.0264151,0.0554049,0.338216,-0.178096,0.177946,-0.0200069,0.0714679,0.269851,-0.0132224,-0.0311357,0.0787662,-0.230825,0.156309,0.0320303,-0.064686,-0.101673,-0.170839,-0.136631,-0.0458184,-0.0137898,-0.00571063,0.179735,-0.115183,-0.217151,-0.167509,0.0648868,-0.102848,-0.102171,-0.0841781,-0.311648,0.100576,0.00876012,-0.0741591,0.137423,0.275701,0.133468,-0.0328951,0.00278363,0.0511446,0.114853,0.0500131,0.0293848,0.108754,0.187596,0.190232,-0.12102,-0.0843227,-0.156702
broccolini	0.0285822,0.064925,0.245285,-0.0629265,0.157046,0.0194499,-0.0452721,-0.0293412,0.204567,-0.0840518,0.0113671,-0.0154339,0.00130678,0.0389475,-0.100179,0.435289,0.142226,-0.00224509,-0.0727414,0.243622,-0.0335336,-0.148914,0.0730274,-0.234471,0.0354703,-0.00233715,-0.0448753,-0.0468835,-0.00522608,0.0847389,0.164173,0.160704,-0.11216,0.0784457,-0.0986029,-0.00234711,-0.0945448,0.0983274,-0.452675,-0.0429752,0.244719,-0.021222,0.0554775,0.0176643,0.101342,-0.170609,0.0448322,-0.04379,-0.0610471,-0.232471
marnier	-0.0725602,-0.310789,0.153973,-0.08653,-0.0276333,0.0944443,0.108342,0.0423099,0.10913,0.0267357,-0.0901691,0.124984,-0.170818,-0.0705879,-0.322066,0.197469,-0.0714629,-0.0400956,-0.0598784,0.179263,-0.0313862,-0.0807089,0.0405568,0.078451,0.057297,0.0144689,0.146088,-0.040359,-0.0727019,-0.039581,-0.0648289,-0.0572059,-0.297952,-0.218341,-0.023962,-0.16607,-0.0688053,0.206673,0.223133,0.122053,-0.147334,0.279012,0.0307067,0.107394,-0.16299,0.23049,-0.0693791,-0.0615473,-0.232866,0.0259141
floret	-0.0360929,0.0645163,0.102606,-0.0522809,0.0459772,0.0127189,-0.0693372,-0.0416574,-0.00739054,-0.0727603,0.0710912,-0.00731367,0.21561,-0.179371,0.0450285,0.182236,0.0638856,-0.11506,-0.105147,0.174014,-0.0358328,-0.268819,-0.304619,-0.183777,0.0586158,0.262135,-0.00330808,0.0241269,0.0691565,-0.145121,-0.00702623,0.214095,0.0592344,0.103178,0.00807966,-0.0583196,-0.0700637,-0.118201,0.00917881,0.296028,0.0921164,-0.357693,-0.297918,0.164904,0.0613634,-0.0330717,0.143354,0.0650693,-0.0442701,-0.191461
safflow	0.146338,-0.196094,0.123888,-0.0729676,-0.161066,-0.0127831,-0.081052,0.145453,0.0620181,-0.147912,0.293739,0.00626368,0.24283,0.00942534,0.197287,0.0991752,0.11953,0.014956,-0.0275255,0.239461,-0.0272495,-0.0828611,0.188427,0.0957701,0.196868,-0.0365811,0.195382,-0.100117,-0.0152471,0.103765,0.152219,-0.182135,0.0173108,0.0411383,0.0196139,-0.043734,-0.264537,-0.170839,-0.129756,0.0456593,0.186235,0.0386673,-0.164235,0.077431,-0.0565392,0.0177796,-0.0645569,0.0566858,0.12857,-0.38248
pati	-0.189611,0.0410899,-0.099811,-0.1053,0.182257,-0.160016,0.0665348,0.0162035,0.1163,0.204559,0.0716234,0.00222914,-0.0542717,0.029613,0.222581,0.0721038,0.075719,0.182817,0.072775,0.373196,0.162905,-0.0469101,0.262989,-0.107818,-0.0154014,-0.238684,0.0369051,0.176861,0.0319519,0.14642,-0.101124,0.172666,0.208417,0.140684,-0.0747171,0.115166,0.0275198,-0.071635,-0.177355,-0.0516228,-0.0598208,-0.0371481,0.149335,-0.298879,0.0412459,0.11148,0.157441,-0.173584,-0.0284286,0.0678061
mozzarella	-0.183258,0.0254152,-0.0250619,0.120601,0.397859,0.170865,-0.161598,-0.0102547,-0.249724,-0.0482164,-0.183773,-0.087974,-0.0963035,-0.0751922,-0.296021,0.131523,0.107417,-0.166908,0.0890725,-0.329954,-0.0498262,0.208807,0.124846,0.0165887,-0.0666085,-0.179476,-0.0774946,0.066297,0.0592711,-0.0310213,-0.0602709,-0.117036,0.105965,0.193469,0.0421529,0.125824,0.145926,0.0321057,0.054872,-0.0483717,-0.118625,-0.0819086,-0.0562047,-0.0825989,-0.0171176,-0.114683,-0.132347,0.219001,-0.141748,-0.0108594
consomm	0.338699,-0.0232172,0.186391,0.165868,0.325045,-0.16511,-0.0239953,-0.0436176,0.0876183,-0.127546,-0.0683879,0.201375,-0.0819208,-0.0205125,0.201571,0.022493,0.0258275,-0.0426721,0.138827,0.109777,0.0948149,-0.0127074,0.0610363,-0.127491,0.0292443,0.0238049,-0.13626,-0.0578724,-0.00907169,-0.0346576,-0.112164,-0.0688568,-0.250313,0.0495934,0.195094,0.161027,0.147627,0.0668392,0.276679,-0.201583,0.0222505,-0.060685,-0.188395,-0.01341,0.0845728,0.165041,0.277074,0.024666,-0.187043,-0.0748827
stevia	-0.046449,-0.168359,-0.157394,0.0662297,-0.12408,0.143501,0.00165208,0.226418,0.159499,0.00854744,0.0253679,0.139134,-0.271263,0.0569535,-0.142346,0.155548,0.0707672,-0.0865553,-0.124634,0.232559,0.0873211,0.0347743,0.0629118,-0.0534808,0.0656312,0.202562,0.110908,0.144009,-0.000794936,-0.0503008,0.11928,0.0604622,-0.0884377,-0.140401,-0.00207398,0.115691,-0.224552,-0.260321,-0.17861,-0.0693656,0.0981519,-0.0353046,-0.178206,-0.467394,0.111149,0.128529,0.0429506,-0.0397366,0.0159158,0.0157855
dri	0.181335,0.164958,-0.0027215,0.0783353,0.0287047,0.0629327,-0.0355495,-0.222015,-0.233399,0.312843,-0.195534,0.149507,0.0420505,-0.00596205,-0.024594,0.000103731,-0.0347932,-0.265834,0.118669,-0.0110387,-0.0893858,0.125174,0.060557,-0.0244213,-0.0936143,0.101461,0.0159252,0.0318335,0.23683,-0.133968,-0.226134,0.152533,-0.106694,0.372802,-0.030803,0.152544,0.0679935,0.175945,-0.00829501,-0.156491,0.0265001,0.0994826,-0.015497,0.231791,0.0977608,0.0308913,0.103283,-0.162338,-0.0400975,0.178568
smoke	0.328533,0.0874808,0.250719,-0.0426736,0.0459314,0.0158405,-0.0808849,-0.076645,-0.109383,0.266646,0.132901,-0.28416,0.198352,0.184437,0.182022,-0.217161,0.0637183,-0.0825768,0.126718,-0.160032,0.0314963,-0.0778232,-0.00462823,-0.2237,0.0372336,-0.129885,-0.118906,-0.230836,0.0412294,0.0331302,-0.110084,-0.0530819,0.0778301,0.191718,-0.0602645,-0.191876,0.156624,-0.100978,0.0212877,0.126415,0.0273767,0.201674,-0.0831964,-0.0899601,0.0712311,-0.0947878,-0.211879,-0.0533742,0.0549327,-0.0328491
